gene,essential,gene_ori,gene_left,gene_right,median_coding,median_template,mad_coding,mad_template,coding,template,operon
ynfK,FALSE,-,1664548,1665243,-0.34894575,-0.274633022,0.118712479,0.426972028,3,4,mlc-ynfK
pyrF,FALSE,+,1339945,1340682,-0.348864768,-0.458964031,0.06574438,0.237384948,4,5,lapAB-pyrF-yciH
nagC,FALSE,-,699597,700817,-0.348826441,-0.236987302,0.034351746,0.165807464,4,7,nagBAC-umpH
cysH,FALSE,-,2885600,2886334,-0.348646318,-0.527450611,0.115273173,0.466930041,4,7,cysJIH
ttdB,FALSE,+,3205393,3205998,-0.348226198,-0.403582447,0.07231073,0.157135298,4,4,ttdABT
udp,FALSE,+,4014454,4015215,-0.34811082,-0.327600641,0.02493739,0.35767007,6,6,udp
ypjM_1,FALSE,-,2770998,2771180,-0.347662789,NA,0.078860226,NA,1,0,ypjM_1M_2
lgoD,FALSE,+,4594013,4595035,-0.347630203,-0.265253052,0.452789532,0.176772428,5,6,lgoD
pspA,FALSE,+,1366103,1366771,-0.347624818,-0.35223657,0.284372478,0.222785444,1,3,pspABCDE
aceB,FALSE,+,4213501,4215102,-0.347547512,-0.420689761,0.139743651,0.518758034,14,14,aceBAK
rhsD,FALSE,+,522485,526765,-0.347546342,-0.394951022,0.246876409,0.346517365,18,45,rhsD-ybbC-ylbH-ybbD
fliH,FALSE,+,2013892,2014578,-0.347294061,-0.335733204,0.144059106,0.325294319,7,8,fliFGHIJK
alaA,FALSE,+,2405583,2406800,-0.347250068,-0.158496397,0.127573999,0.079885552,8,5,alaA-yfbR
gspA,FALSE,-,3451951,3453420,-0.347169314,-0.373309976,0.156621317,0.350536754,7,17,gspAB
yadH,FALSE,+,143702,144472,-0.347104741,-0.420425749,0.293976714,0.326364451,5,6,yadGH
yhjR,FALSE,-,3694020,3694208,-0.347069108,NA,0.2732998,NA,3,0,yhjR
ymcE,FALSE,+,1051070,1051300,-0.346990761,-0.386127786,0,0,1,1,ymcE-gnsA
nhaR,FALSE,+,18715,19620,-0.346858297,-0.120695015,0.261244715,0.334457262,2,6,nhaAR
panC,FALSE,-,147944,148795,-0.346794741,-0.354456698,0.123012257,0.049431014,5,3,panBC
pntA,FALSE,-,1674395,1675927,-0.346783856,-0.566728933,0.217457618,0.434860984,8,7,pntAB
ibpA,FALSE,-,3865032,3865445,-0.346427805,-0.237578958,0.22885239,0.32324123,5,3,ibpAB
fadI,FALSE,-,2457181,2458491,-0.346306186,-0.537313211,0.268916317,0.290150129,13,11,fadIJ
entH,FALSE,+,628523,628936,-0.345877791,-0.249049009,0.171585275,0.17486112,2,2,entCEBAH
citG,FALSE,-,645854,646732,-0.345853365,-0.28945779,0.334162878,0.160286797,6,10,citCDEFXG
folK,TRUE,-,157253,157732,-0.345825157,-0.088740882,0,0.353178079,1,5,pcnB-folK
dcuR,FALSE,-,4347338,4348057,-0.345614806,-0.482629231,0.251119653,0,10,1,dcuSR
tsx,FALSE,-,430353,431237,-0.345551219,-0.323429938,0.194523214,0.342701695,5,6,tsx
xylR,FALSE,+,3733002,3734180,-0.345151534,-0.536468594,0.227483843,0.174383683,7,5,xylFGHR
wzb,FALSE,-,2133679,2134122,-0.344642753,-0.179837764,0.09197843,0.251366138,4,5,wza-wzb-wzc-wcaAB
rlmJ,FALSE,+,3643408,3644250,-0.34440378,-0.397064054,0.125168708,0.157558872,10,3,rlmJ
hybC,FALSE,-,3139308,3141011,-0.344379579,-0.409602957,0.21291748,0.303778328,12,13,hybOABCDEFG
hcaB,FALSE,+,2669247,2670059,-0.344151579,-0.334740972,0.021889166,0.27937501,5,12,hcaEFCBD
yicI,FALSE,-,3830242,3832560,-0.344107516,-0.398840522,0.320570541,0.405411024,13,18,yicJI
yafS,FALSE,+,234816,235538,-0.344081918,-0.245835276,0.213459546,0.142907958,4,5,yafS
yhfS,FALSE,-,3502957,3504042,-0.344049034,-0.371997188,0.158748806,0.126184865,5,12,yhfXW-php-yhfUTS
ecpR,FALSE,-,309970,310560,-0.343995351,-0.205612918,0.42450285,0.002493014,1,2,ecpR
cysM,FALSE,-,2536694,2537605,-0.343842051,-0.408213295,0.364119969,0.38732577,5,16,cysPUWAM
fadA,FALSE,-,4025632,4026795,-0.343723973,-0.207415203,0.109182952,0.205876495,5,15,fadBA
fryA,FALSE,-,2500012,2502507,-0.343665991,-0.409810248,0.103226411,0.28086891,9,28,fryBC-ypdFE-fryA
katG,FALSE,+,4131858,4134038,-0.343464812,-0.482664942,0.144730263,0.487107888,12,23,katG
ptrB,FALSE,-,1924803,1926863,-0.343389611,-0.409670155,0.257289423,0.259201882,17,14,ptrB
entF,FALSE,+,613380,617261,-0.343388236,-0.43577609,0.160144208,0.244102905,37,39,fes-ybdZ-entF-fepE
lysU,FALSE,-,4351223,4352740,-0.343286963,-0.455743912,0.223695409,0.331523585,9,5,lysU
trmJ,FALSE,-,2660605,2661345,-0.343197883,-0.276145176,0.053635559,0.246833988,4,10,trmJ
yeeD,FALSE,-,2082250,2082477,-0.343131265,-0.226961335,0.29320886,0,2,1,yeeED
ghrA,FALSE,+,1097109,1098047,-0.343046793,-0.427479642,0.085581265,0.200716165,9,3,ghrA
ybjE,FALSE,-,913181,914080,-0.342921163,-0.585142572,0.087078144,0.083140451,10,5,ybjE
osmE,FALSE,-,1819942,1820280,-0.342856925,-0.146656028,0.173543223,0.070742787,3,4,osmE
csgB,FALSE,+,1103174,1103629,-0.342732987,-0.311785532,0.20259925,0.002384988,4,3,csgBAC
katE,FALSE,+,1811891,1814152,-0.342614573,-0.481986185,0.210432591,0.330829227,21,22,katE
xylE,FALSE,-,4238802,4240277,-0.342459836,-0.561850635,0.141490837,0.376809206,9,10,xylE
livH,FALSE,-,3593500,3594426,-0.342436093,-0.385653095,0.079116002,0.295126747,9,10,livKHMGF
yfaX,FALSE,-,2359451,2360233,-0.342328893,-0.676837168,0.173225946,0.327122908,7,5,yfaX-rhmD-yfaVU
htrL,FALSE,-,3790849,3791706,-0.34227069,-0.176070007,0.153673849,0.286908698,5,9,htrL
ydbK,FALSE,-,1435284,1438808,-0.342270019,-0.372454507,0.128856556,0.377256661,30,29,ydbK-ompN
yfhR,FALSE,+,2662385,2663266,-0.342220501,-0.287933011,0.347495477,0.141921935,5,10,yfhR
yohF,FALSE,-,2224531,2225292,-0.34219625,-0.233967992,0.188787974,0.200205245,3,10,yohF
yjeH,FALSE,-,4367179,4368435,-0.342145364,-0.505878879,0.290868848,0.498858754,4,11,yjeH
gor,FALSE,+,3644322,3645674,-0.342032867,-0.597359544,0.253258717,0.447040567,6,11,gor
yhdP,FALSE,-,3390480,3394280,-0.341946211,-0.408608262,0.168805091,0.287849338,21,37,yhdP
potG,FALSE,+,894214,895347,-0.34190514,-0.203879036,0.214584341,0.17458693,9,11,potFGHI
hchA,FALSE,+,2033859,2034710,-0.341843045,-0.675725405,0.232233087,0.056031998,10,5,hchA
yhgA,FALSE,+,3541189,3542067,-0.341497916,-0.066106211,0.123773864,0,4,1,yhgA
phnH,FALSE,-,4318686,4319270,-0.341268783,-0.100205536,0.168127437,0.336986388,8,2,phnCDE_1E_2FGHIJKLMNOP
setA,FALSE,+,77621,78799,-0.34126176,-0.338970004,0.236294161,0.402470638,5,13,sgrST-setA
yaiU,FALSE,+,392239,393642,-0.341179649,-0.486703021,0.230899457,0.432994057,11,12,yaiU
fadL,FALSE,+,2459322,2460668,-0.341119327,-0.172565236,0.145649423,0.136084696,6,17,fadL
carA,FALSE,+,29651,30799,-0.341079184,-0.278635392,0.290233073,0.115511767,10,10,carAB
syd,FALSE,-,2922757,2923302,-0.340868401,-0.073849655,0.126227739,0.209375242,2,6,syd
yjaH,FALSE,+,4198589,4199284,-0.340853034,-0.349691533,0.210049677,0.058151741,5,3,yjaH
opgH,FALSE,+,1110086,1112629,-0.340841623,-0.277961701,0.139407115,0.266470053,30,26,opgGH
ydiK,FALSE,+,1767098,1768210,-0.340766862,-0.457277004,0.159367405,0.389805926,9,11,ydiK
putA,FALSE,-,1074143,1078105,-0.340758475,-0.382747526,0.165870377,0.291420793,30,39,putA
ydeM,FALSE,-,1577657,1578814,-0.340350609,-0.268526108,0.168183703,0.197518733,5,9,ydeNM
trmO,FALSE,-,218887,219594,-0.340051748,-0.323061384,0.179329346,0.595173178,10,3,rcsF-trmO
phnJ,FALSE,-,4316784,4317629,-0.340015954,-0.759108812,0.295289588,0.705579585,10,2,phnCDE_1E_2FGHIJKLMNOP
recX,FALSE,-,2820161,2820661,-0.33987224,-0.722149339,0.120785098,0.392265992,4,2,recAX
exoX,FALSE,+,1924144,1924806,-0.339747548,-0.328039578,0.08083577,0.496247777,11,2,yobB-exoX
shiA,FALSE,+,2051667,2052983,-0.339673681,-0.392955969,0.097080817,0.28273678,2,14,shiA
yahG,FALSE,+,337549,338967,-0.339331804,-0.237981258,0.119339672,0.401325353,13,16,yahDEFG
tfaE,FALSE,-,1207740,1208342,-0.339317524,-0.21750668,0.127660359,0.143502465,2,4,stfE-tfaE
gadE,FALSE,+,3656389,3656916,-0.339291841,NA,0.186879244,NA,2,0,gadE-mdtEF
ybbY,FALSE,+,539789,541090,-0.339176188,-0.72295632,0.098705725,0.752475655,10,9,gcl-hyi-glxR-ybbW-allB-ybbY-glxK
patD,FALSE,+,1513602,1515026,-0.339026351,-0.26057634,0.095298378,0.325554665,7,13,ydcSTUV-patD
fixA,FALSE,+,42403,43173,-0.338938865,-0.464129099,0.210814622,0.361855216,8,7,fixABCX
menE,FALSE,-,2371670,2373025,-0.338701778,-0.476751734,0.053790676,0.288143163,3,18,menFDHBCE
zupT,FALSE,+,3180572,3181345,-0.338632865,-0.640101497,0.062876911,0.349256096,4,13,zupT
yihQ,FALSE,-,4065263,4067299,-0.338607534,-0.314572283,0.264191838,0.198180583,17,11,yihQ
motA,FALSE,-,1974276,1975163,-0.33841475,-0.22924433,0.077845126,0.243812209,3,9,motAB-cheAW
motB,FALSE,-,1973353,1974279,-0.338335046,-0.313640474,0.165736363,0.504178185,13,5,motAB-cheAW
idnR,FALSE,-,4488164,4489162,-0.338194382,-0.342588916,0.236679559,0.081727076,7,5,idnDOTR
grcA,FALSE,-,2714088,2714471,-0.338188588,-0.408240291,0,0,1,1,grcA
pabB,FALSE,+,1892829,1894190,-0.337790872,-0.325351242,0.055879116,0.38899106,10,7,pabB-nudL
intS,FALSE,+,2464567,2465724,-0.337685868,-0.590264293,0.174000121,0.422244016,8,9,intS
flgF,FALSE,+,1133025,1133780,-0.337642765,-0.265452897,0.131461084,0.250649201,5,6,flgBCDEFGHIJ
flgD,FALSE,+,1131077,1131772,-0.337395125,-0.246962232,0.154649511,0.340791657,5,7,flgBCDEFGHIJ
menB,FALSE,-,2373984,2374841,-0.337352178,-0.424986258,0.319094235,0.333450977,12,8,menFDHBCE
narI,FALSE,+,1285072,1285749,-0.337336468,-0.201838966,0.263792207,0.346562634,4,7,narGHJI
yigB,FALSE,+,3995206,3995922,-0.337195556,-0.778171843,0.045710828,0.397009543,3,4,yifL-dapF-yigA-xerC-yigB
yjbH,FALSE,+,4235657,4237753,-0.337186851,-0.368057669,0.226229867,0.34362505,14,12,yjbEFGH
ydfG,FALSE,+,1625541,1626287,-0.337120584,-0.245097769,0.061235843,0.034782817,4,4,ydfG
add,FALSE,+,1700257,1701258,-0.336875588,-0.20227303,0.132489894,0.18016648,17,6,add
hdeD,FALSE,+,3655018,3655590,-0.336765411,-0.222400877,0.203151041,0.252865079,2,2,hdeD
uxaA,FALSE,-,3239849,3241336,-0.336655368,-0.450814483,0.151863323,0.277276259,10,16,uxaCA
lhr,FALSE,+,1727111,1731727,-0.33664658,-0.347979701,0.248078033,0.262898831,28,41,rnt-lhr
rpoS,FALSE,-,2864581,2865573,-0.336544248,-0.291653097,0.164597602,0.341051375,4,10,nlpD-rpoS
htgA,FALSE,+,10830,11315,-0.336519786,NA,0.250499542,NA,5,0,htgA
livG,FALSE,-,3591462,3592229,-0.336430091,-0.20889097,0.370370632,0.2799418,6,10,livKHMGF
hokB,FALSE,-,1489946,1490095,-0.336068952,-2.278809568,0,2.760154637,1,3,hokB
dmsB,FALSE,+,942637,943254,-0.336018203,-0.275736597,0.149619949,0.071929584,5,2,dmsABC
yjcS,FALSE,-,4302635,4304620,-0.335968954,-0.236778179,0.22963676,0.290608411,29,10,yjcS
ygbL,FALSE,+,2861615,2862253,-0.33592532,-0.392703813,0.15327877,0.178353627,4,5,ygbLM
yjiQ,FALSE,+,4567381,4567941,-0.335782362,NA,0,NA,1,0,yjiPQ
pgpC,FALSE,-,2695937,2696572,-0.335743987,-0.331648366,0.476183663,0.248116192,4,9,pgpC-tadA
araB,FALSE,-,68348,70048,-0.335728921,-0.355179953,0.09458514,0.26811188,9,9,araBAD
nikB,FALSE,+,3613264,3614208,-0.335508378,-0.463249903,0.030768858,0.324534624,6,5,nikABCDER
cobS,FALSE,-,2062503,2063246,-0.335494648,-0.352927016,0.193520464,0.168341766,3,10,cobUST
ygiA,FALSE,+,3177618,3177878,-0.335486678,NA,0.158345367,NA,4,0,tolC-ygiABC
uhpC,FALSE,-,3845328,3846647,-0.335437494,-0.064240276,0.128621147,0.158268049,7,16,ivbL-ilvBN-uhpABC
ydeE,FALSE,+,1619356,1620543,-0.335390787,-0.301804427,0.073069535,0.383836901,6,4,ydeE
pdxY,FALSE,-,1713050,1713913,-0.335291953,-0.411572479,0.18714726,0.156910217,5,8,pdxH-tyrS-pdxY
cysE,FALSE,-,3779764,3780585,-0.335205497,-0.662579235,0.139114054,0.794283311,3,9,cysE
tcdA,FALSE,-,2943058,2943864,-0.33512292,-0.397188369,0.028302423,0.365867466,6,10,tcdA
yafO,FALSE,+,252301,252699,-0.335102319,-0.321386271,0,0.193295663,1,2,dinB-yafNOP
tdcB,FALSE,-,3263061,3264050,-0.335077791,-0.431347494,0.131153147,0.121971772,8,8,tdcABCDEFG
yfcH,FALSE,+,2419730,2420623,-0.335010981,-0.454611245,0.240933096,0.467353295,7,11,folX-yfcH
mobB,FALSE,-,4038929,4039456,-0.334661281,-0.075243736,0.203117706,0.120611324,4,4,mobAB
abgB,FALSE,-,1399834,1401279,-0.334498124,-0.281136605,0.253541844,0.241017861,14,11,abgABT-ogt
dacA,FALSE,-,661975,663186,-0.334466913,-0.173438664,0.124664425,0.258513073,9,9,dacA
yhcC,FALSE,-,3351143,3352072,-0.33414908,-0.557531744,0.150275529,0.61850664,10,14,yhcC
ybgA,FALSE,+,738224,738733,-0.334146364,-0.178423978,0.034339956,0.226208935,3,2,ybgA-phr
scpC,FALSE,+,3062824,3064302,-0.334113093,-0.359110759,0.278769407,0.184748339,12,13,scpA-argK-scpBC
thiC,FALSE,-,4192227,4194122,-0.334080068,-0.290392747,0.213940715,0.211904728,10,14,thiCEFSGH
recQ,FALSE,+,4003887,4005716,-0.333575431,-0.172497069,0.107505125,0.183857864,10,8,recQ
hslU,FALSE,-,4118439,4119770,-0.333401835,-0.578826695,0.210041352,0.421248377,12,8,hslVU
ybaY,FALSE,+,474603,475175,-0.333211827,-0.293504449,0.163597008,0,2,1,ybaY
hisI,FALSE,+,2094638,2095249,-0.333193491,NA,0.17131001,NA,4,0,hisLGDCBHAFI
ltaE,FALSE,-,907516,908517,-0.333163303,-0.383744508,0.1336183,0.110207029,5,4,poxB-ltaE-ybjT
rep,FALSE,+,3958700,3960721,-0.332980286,-0.36167819,0.273756936,0.311355149,12,18,rep
yaeF,FALSE,-,216179,217003,-0.332934288,-0.164351228,0.175932124,0.151258542,7,8,yaeF
ddpB,FALSE,-,1557931,1558953,-0.332931064,-0.317172159,0.243852542,0.175399793,4,9,ddpXABCDF
fliK,FALSE,+,2016410,2017537,-0.332811471,-0.323020813,0.170980081,0.118652974,5,3,fliFGHIJK
sgcQ,FALSE,-,4526134,4526940,-0.332689574,-0.100284794,0.052744861,0.102923405,6,3,sgcXBCQAER
gsiC,FALSE,+,870190,871110,-0.332520694,-0.561279369,0.1381718,0.814032198,3,9,iaaA-gsiABCD
yeiR,FALSE,+,2265851,2266837,-0.332495685,-0.400445645,0.057577844,0.268129231,9,5,yeiR-lpxT
talB,FALSE,+,8238,9191,-0.332482015,-0.504430322,0.343596776,0.482462038,7,10,talB
glk,FALSE,-,2506483,2507448,-0.332293245,-0.509568134,0.224343372,0.306962148,2,7,glk
deoC,FALSE,+,4615346,4616125,-0.332218005,-0.33610168,0.213516088,0.272943508,8,7,deoCABD
malP,FALSE,-,3548102,3550495,-0.332109297,-0.487578566,0.221437911,0.27109937,9,11,malPQ
ynjE,FALSE,+,1837491,1838798,-0.332103498,-0.28283345,0.257884627,0.301619855,9,8,ynjE
caiB,FALSE,-,37898,39115,-0.332020003,-0.556957736,0.175555316,0.339666033,15,13,caiTABCDE
ulaG,FALSE,-,4416584,4417648,-0.33196745,-0.366482306,0.180185039,0.267508242,8,11,ulaG
ydgA,FALSE,+,1687876,1689384,-0.331926409,-0.273750887,0.114766065,0.180881864,6,12,ydgA
pgaC,FALSE,-,1085744,1087069,-0.33192578,-0.147362079,0.10863861,0.141744476,14,9,pgaABCD
yfaQ,FALSE,-,2326170,2327819,-0.331882528,-0.427552726,0.340401742,0.407082785,6,13,yfaATS_1S_2QP
hsdS,FALSE,-,4578091,4579485,-0.331874624,-0.680529825,0.079206237,0.603217325,10,6,hsdRMS
pspE,FALSE,+,1367713,1368027,-0.331833979,-0.405866807,0,0.458905086,1,3,pspABCDE
rcsD,FALSE,+,2311510,2314182,-0.331725252,-0.406642326,0.145618945,0.118332925,19,16,rcsDB
dcm,FALSE,-,2028923,2030341,-0.331591829,-0.317619254,0.20676067,0.219453297,10,18,dcm-vsr
purC,FALSE,-,2594927,2595640,-0.331585163,-0.346880115,0.13442882,0.216058991,4,6,purC
yjfM,FALSE,+,4410410,4411048,-0.331427311,-0.525409045,0.037020817,0.117615726,4,5,yjfKLMC
fixB,FALSE,+,43188,44129,-0.331390768,-0.454247865,0.052877331,0.436466426,3,8,fixABCX
narZ,FALSE,-,1536874,1540614,-0.331341023,-0.355079692,0.2017171,0.253173266,28,28,narZYWV
glrR,FALSE,-,2685491,2686825,-0.331177321,-0.380849555,0.270323461,0.295343641,7,15,glrR-glnB
yiaV,FALSE,-,3750986,3752122,-0.33112596,-0.395282519,0.020435049,0.236277676,2,8,yiaWV
mpl,FALSE,+,4453808,4455181,-0.330954786,-0.534352243,0.265096528,0.327595441,7,11,mpl
fklB,FALSE,+,4426958,4427578,-0.330848607,-0.173899272,0.167325931,0.240069838,8,3,fklB
proA,FALSE,+,260727,261980,-0.330813544,-0.433319064,0.229734888,0.44078533,12,10,proBA
flu,FALSE,+,2069563,2072682,-0.330810831,-0.363065491,0.203048577,0.318086566,28,32,isrC-flu
sodC,FALSE,-,1722158,1722679,-0.330711981,-1.262512262,0.12444136,1.350542197,4,2,sodC
yqcA,FALSE,-,2920557,2921006,-0.330608219,0.147511518,0.201720049,0,2,1,yqcC-truC-yqcA
ybiY,FALSE,-,861835,862761,-0.330397046,-0.236297445,0.056404128,0.002510393,4,2,ybiYW
yfcS,FALSE,-,2449606,2450358,-0.330216792,-0.293044288,0.101941509,0,5,1,yfcUTSRQPO
yggI,FALSE,+,3087777,3088274,-0.330057132,-0.547922983,0.07869379,0.105403176,5,3,yggI
ydaN,FALSE,+,1406074,1407057,-0.329853936,-0.461533632,0.113324014,0.376529552,10,14,ydaN
yhdT,FALSE,+,3405397,3405639,-0.329679234,-0.231146939,0.135848155,0.115641259,1,2,yhdT-panF-prmA
yegL,FALSE,-,2150493,2151152,-0.329663443,-0.610697251,0.202824158,0.149849037,9,3,yegLK
rdgC,FALSE,-,408332,409243,-0.329610705,-0.226557378,0.129829573,0.078148221,6,5,rdgC
ybiR,FALSE,+,852870,853988,-0.329606811,-0.423036135,0.435724576,0.424757194,6,9,mntR-ybiR
xdhC,FALSE,+,3001511,3001990,-0.329538933,-0.602260549,0.157622116,0.339672294,5,4,xdhABC
ygbM,FALSE,+,2862258,2863034,-0.329524877,-1.606694491,0.159491504,2.284558591,3,2,ygbLM
yahF,FALSE,+,336002,337549,-0.329483433,-0.339208481,0.119129341,0.351921154,7,9,yahDEFG
maeA,FALSE,-,1551996,1553693,-0.329426163,-0.432695426,0.333332845,0.295679172,18,11,maeA
sstT,FALSE,+,3237966,3239210,-0.329309541,-0.319260616,0.082308013,0.558135331,10,12,sstT
yzcX,FALSE,+,3991873,3992358,-0.32921658,-0.233200321,0.089586499,0.036016889,2,3,yzcX
fucK,FALSE,+,2935460,2936908,-0.329167282,-0.349197795,0.23232556,0.230483949,12,6,fucPIKUR
yhjB,FALSE,-,3669315,3669917,-0.329060266,-0.377749398,0,0.37040864,1,6,yhjB
agaS,FALSE,+,3279998,3281152,-0.329037593,-0.408312438,0.052206318,0.240412293,4,8,agaS-kbaY-agaBCDI
ybhF,FALSE,-,826468,828204,-0.328940513,-0.476376521,0.067240222,0.423270086,10,22,cecR-ybhGFSR
sgrR,FALSE,-,75644,77299,-0.328487262,-0.359394836,0.095638059,0.505406631,11,15,sgrR-sroA-tbpA-thiPQ
paaH,FALSE,+,1457078,1458505,-0.328324514,-0.276331702,0.14316913,0.321605798,9,15,paaABCDEFGHIJK
yhhX,FALSE,-,3577791,3578828,-0.328123131,-0.261054365,0.110919568,0.04225988,6,5,yhhX
yfdT,FALSE,+,2473895,2474200,-0.328074294,NA,0,NA,1,0,yfdRST
ysgA,FALSE,-,4013377,4014192,-0.327992843,-0.337132775,0.267551727,0.281114329,7,10,ysgA
msyB,FALSE,-,1113030,1113404,-0.327752844,-0.432343632,0.0684627,0.097712887,2,3,msyB
speC,FALSE,-,3105042,3107177,-0.327526332,-0.250034805,0.244175933,0.248390364,14,27,speC
cusR,FALSE,-,593983,594666,-0.327526245,-0.459507698,0.070149492,0.193170751,6,6,cusRS
tesB,FALSE,-,473525,474385,-0.327525823,-0.019574739,0.265825898,0.077859657,6,3,tesB
yfaW,FALSE,-,2358231,2359448,-0.327016063,-0.291961109,0.036531836,0.265821219,7,8,yfaW
intA,FALSE,+,2754181,2755422,-0.326734668,-0.40736769,0.238125087,0.264155458,7,9,intA
dacD,FALSE,-,2079405,2080571,-0.326649223,-0.499776498,0.18273567,0.381573258,4,13,dacD
sucD,FALSE,+,763403,764272,-0.326611009,-0.411752884,0.140400989,0.160816202,10,7,sdhCDAB-sucABCD
xthA,FALSE,+,1830452,1831258,-0.326436594,-0.414306209,0.28140999,0.200576685,7,5,xthA
agaB,FALSE,+,3282192,3282668,-0.326408539,-0.289287867,0,0.056146491,1,3,agaS-kbaY-agaBCDI
yddW,FALSE,-,1565528,1566847,-0.326133362,-0.399910708,0.138314851,0.459946547,17,11,yddW
ybhP,FALSE,-,822959,823720,-0.325867678,-0.431391104,0.099120163,0.541810495,6,7,ybhP-clsB-ybhN
dgoD,FALSE,-,3869873,3871021,-0.325830035,-0.350207624,0.09539506,0.213443571,9,11,dgoRKADT
pflD,FALSE,+,4142018,4144315,-0.325769567,-0.21804134,0.139612589,0.332259501,10,21,pflDC
yqiB,FALSE,-,3174880,3175302,-0.325641521,-1.161074886,0.151566804,1.393628429,2,2,nudF-yqiB-cpdA-yqiA-parE
ydhJ,FALSE,+,1719288,1720145,-0.3255974,-0.296680017,0.195286781,0.112967836,11,4,ydhIJK
waaL,FALSE,+,3794971,3796230,-0.325425839,-0.360792972,0.05826272,0.330017431,3,2,rfaD-waaFCL
ybbW,FALSE,+,536857,538311,-0.325359967,-0.225986251,0.067481048,0.221333743,8,11,gcl-hyi-glxR-ybbW-allB-ybbY-glxK
yiaN,FALSE,+,3742827,3744104,-0.325278896,-0.11916775,0.028517843,0.144746405,3,11,yiaKLMNO-lyxK-sgbHUE
marR,FALSE,+,1617144,1617578,-0.325223858,-0.264309774,0.023616974,0.03146519,2,3,marRAB
lpxP,FALSE,+,2493667,2494587,-0.325118813,-0.249319434,0.220138984,0.15957368,9,7,lpxP
fecA,FALSE,-,4512376,4514700,-0.325075838,-0.229384337,0.180266188,0.26278149,19,16,fecABCDE
yneF,FALSE,-,1608931,1609878,-0.325007741,-0.52936424,0.023575437,0.191003686,3,3,yneF
trxA,FALSE,+,3963784,3964113,-0.324802615,-0.496940606,0.224642217,0.51756849,1,6,trxA
glvB,FALSE,-,3860010,3860495,-0.324788334,-0.621299361,0.075014218,0.100837349,3,2,glvCBG-ysdC
dppD,FALSE,-,3700888,3701871,-0.324404321,-0.380052542,0.136498905,0.357529202,9,11,dppABCDF
trxC,FALSE,+,2716757,2717176,-0.324359816,-0.364138876,0.028406328,0.168603717,3,4,trxC
ygjV,FALSE,-,3239215,3239766,-0.324336975,-0.303805648,0.072596276,0.189960999,3,5,ygjV
yehB,FALSE,-,2186452,2188932,-0.323981269,-0.345603081,0.146954343,0.18208132,12,22,yehDCBA
dmsA,FALSE,+,940182,942626,-0.323957131,-0.449827494,0.250886839,0.348707315,18,16,dmsABC
frmB,FALSE,-,376759,377592,-0.323928903,-0.300802879,0.097718784,0.446076619,7,4,frmRAB
yhiM,FALSE,+,3632864,3633916,-0.323443459,-0.190422611,0.093693829,0.244710135,2,8,yhiM
nudF,FALSE,-,3175303,3175932,-0.323352162,-0.373253508,0.175844028,0.174630009,5,4,nudF-yqiB-cpdA-yqiA-parE
dgoT,FALSE,-,3868461,3869753,-0.323324496,-0.316287073,0.208057897,0.558365955,13,12,dgoRKADT
tamB,FALSE,+,4442135,4445914,-0.323174029,-0.401548351,0.220251169,0.235278379,18,35,tamAB-ytfP
yjeF,FALSE,+,4392089,4393636,-0.323172204,-0.377759157,0.157357089,0.312286171,12,22,yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
nfrB,FALSE,-,590164,592401,-0.323030676,-0.397066386,0.237905711,0.403000063,17,12,nfrBA
yjdF,FALSE,-,4342952,4343581,-0.322630109,-0.326273521,0.140160592,0.636924493,6,6,yjdF
sucC,FALSE,+,762237,763403,-0.322564722,-0.405880991,0.09378312,0.19815545,4,11,sdhCDAB-sucABCD
dgoR,FALSE,-,3872494,3873183,-0.322143102,-0.377895163,0.184739796,0.296149977,4,4,dgoRKADT
yieH,FALSE,+,3894797,3895462,-0.322102253,-0.253603905,0.167438226,0.104699006,4,4,yieH
ogt,FALSE,-,1397745,1398260,-0.322023164,-0.33352937,0,0.326334223,1,7,abgABT-ogt
thiI,FALSE,+,440773,442221,-0.321890704,-0.261607506,0.143752832,0.173091881,8,8,thiI
yfiH,FALSE,-,2732325,2733056,-0.321626626,-0.713839143,0.206947579,0.562731254,9,8,rluD-yfiH
yhjJ,FALSE,-,3678467,3679963,-0.321523713,-0.344843673,0.114578833,0.136879025,10,8,yhjJ
wcaD,FALSE,-,2127685,2128902,-0.321456228,-0.644950904,0.171990161,0.577297229,3,10,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
fumA,FALSE,-,1684755,1686401,-0.321412794,-0.338148798,0.115126453,0.310802222,10,11,fumAC
ydcF,FALSE,+,1485259,1486059,-0.32131291,-0.57541597,0.084974817,0.346900077,3,5,ydcF
ycgV,FALSE,-,1252308,1255175,-0.321162588,-0.45130545,0.171067603,0.330023266,16,25,ycgV
yffQ,FALSE,+,2561599,2561991,-0.321102892,-0.470637419,0.487757035,0.235805707,1,5,yffQR
rutB,FALSE,-,1071394,1072086,-0.321096781,-0.380318412,0.152149252,0.177853945,4,4,rutABCDEFG
iaaA,FALSE,+,865791,866756,-0.320923537,-0.332124268,0.26048506,0.336029281,12,10,iaaA-gsiABCD
yegH,FALSE,+,2135926,2137509,-0.32090584,-0.081408345,0.140396151,0.209803636,10,12,yegH
